ID,Nama_Pelanggan,Tanggal_Pembelian,Jumlah_Pembelian,Kategori_Buku,Harga_Satuan,Total_Harga
TRX008930,R.M. Bakiono Pradana,2024-09-01,6,Komik,40000,240000
TRX004832,Yance Kusumo,2024-10-23,20,Fiksi,50000,1000000
TRX001058,Kunthara Sihombing,2024-06-23,1,Komik,40000,40000
TRX001965,Taufan Situmorang,2024-12-08,1,Pelajaran,75000,75000
TRX002630,Mila Fujiati,2024-08-05,12,Pelajaran,75000,900000
TRX008858,R. Sakti Mayasari,2024-12-19,2,Pelajaran,75000,150000
TRX004817,Hasta Melani,2024-09-21,4,Biografi,55000,220000
TRX003889,Caket Zulaika,2025-04-12,17,Pelajaran,75000,1275000
TRX006809,Prayoga Budiyanto,2024-06-10,4,Biografi,55000,220000
TRX002552,Oskar Thamrin,2025-02-14,11,Biografi,55000,605000
TRX008332,Drs. Purwadi Maryadi,2024-10-10,4,Komik,40000,160000
TRX004523,Drs. Paramita Hardiansyah,2024-11-05,1,Fiksi,50000,50000
TRX007969,"Dr. Gilang Namaga, S.H.",2024-07-27,7,Komik,40000,280000
TRX006769,"Paris Marbun, S.I.Kom",2025-01-08,18,Komik,40000,720000
TRX007543,Baktianto Zulaika,2024-05-26,9,Biografi,55000,495000
TRX007461,Makara Usada,2025-03-19,3,Biografi,55000,165000
TRX006328,"Ir. Genta Maryadi, M.Pd",2024-12-10,8,Pelajaran,75000,600000
TRX007743,drg. Zamira Pangestu,2024-09-10,19,Pelajaran,75000,1425000
TRX007692,Alika Wacana,2025-02-12,4,Komik,40000,160000
TRX006146,Kayla Nurdiyanti,2024-07-29,18,Non-Fiksi,60000,1080000
TRX002544,Nabila Hastuti,2024-06-22,20,Non-Fiksi,60000,1200000
TRX006223,Diana Salahudin,2025-01-15,11,Pelajaran,75000,825000
TRX003885,Bahuraksa Ramadan,2025-02-12,14,Non-Fiksi,60000,840000
TRX007251,"Puti Winarsih, S.Pd",2024-10-04,18,Pelajaran,75000,1350000
TRX002276,Virman Suryatmi,2024-11-12,16,Biografi,55000,880000
TRX009256,Puti Almira Zulkarnain,2024-05-08,3,Komik,40000,120000
TRX009007,Cakrabirawa Laksmiwati,2025-03-14,15,Fiksi,50000,750000
TRX000421,"R. Vanesa Prasasta, S.Sos",2024-12-07,4,Komik,40000,160000
TRX000285,"R.M. Mariadi Andriani, S.Sos",2024-08-12,5,Pelajaran,75000,375000
TRX000999,R.A. Hilda Tampubolon,2025-04-05,17,Pelajaran,75000,1275000
TRX008334,Darmanto Saefullah,2024-11-19,7,Komik,40000,280000
TRX003182,Tugiman Wacana,2025-02-23,16,Pelajaran,75000,1200000
TRX005021,Olga Padmasari,2024-11-21,14,Non-Fiksi,60000,840000
TRX008119,"Cakrawangsa Putra, M.M.",2024-10-08,16,Non-Fiksi,60000,960000
TRX009976,Muni Saefullah,2025-03-17,7,Pelajaran,75000,525000
TRX006961,"Tgk. Adikara Uyainah, S.IP",2025-01-03,9,Pelajaran,75000,675000
TRX006868,T. Karna Jailani,2024-11-26,4,Non-Fiksi,60000,240000
TRX003835,"Ir. Liman Halimah, S.H.",2025-02-19,11,Pelajaran,75000,825000
TRX001001,"Ismail Salahudin, S.IP",2025-02-28,2,Pelajaran,75000,150000
TRX004769,H. Lurhur Hasanah,2024-10-12,12,Komik,40000,480000
TRX003246,Bagus Siregar,2025-03-25,12,Fiksi,50000,600000
TRX004282,Azalea Wibowo,2025-03-11,4,Non-Fiksi,60000,240000
TRX002774,"Tgk. Carla Utami, M.M.",2024-09-10,18,Komik,40000,720000
TRX004534,Restu Narpati,2024-09-29,7,Fiksi,50000,350000
TRX000303,"Talia Laksita, S.Pd",2025-01-27,1,Pelajaran,75000,75000
TRX005851,Karman Jailani,2025-01-16,13,Pelajaran,75000,975000
TRX005837,Opan Suartini,2024-07-01,6,Komik,40000,240000
TRX001916,dr. Halima Widiastuti,2024-12-21,6,Pelajaran,75000,450000
TRX008300,Zalindra Astuti,2025-04-15,12,Biografi,55000,660000
TRX009222,Amelia Uyainah,2024-07-08,8,Komik,40000,320000
TRX003392,Saka Setiawan,2024-09-24,19,Fiksi,50000,950000
TRX009947,"Tgk. Hafshah Uyainah, M.TI.",2025-03-01,5,Komik,40000,200000
TRX007425,Lili Widiastuti,2025-01-17,18,Non-Fiksi,60000,1080000
TRX001426,"Tgk. Kani Hutasoit, S.Ked",2025-05-04,5,Komik,40000,200000
TRX000161,Nasab Laksita,2025-01-17,10,Pelajaran,75000,750000
TRX009077,Lanang Lailasari,2024-11-28,1,Pelajaran,75000,75000
TRX002380,Lantar Fujiati,2025-01-17,10,Biografi,55000,550000
TRX009813,"Emas Jailani, M.Kom.",2024-07-16,5,Biografi,55000,275000
TRX000683,Drs. Raihan Pratiwi,2025-04-08,12,Biografi,55000,660000
TRX007272,Rachel Maryati,2025-04-14,7,Fiksi,50000,350000
TRX006430,"Hj. Kezia Gunarto, M.Ak",2024-07-05,9,Biografi,55000,495000
TRX000151,Lantar Yuniar,2024-11-25,12,Fiksi,50000,600000
TRX006893,Kamal Kuswoyo,2025-04-21,1,Biografi,55000,55000
TRX006711,Prakosa Permadi,2024-07-07,11,Fiksi,50000,550000
TRX003412,Ratna Wulandari,2025-02-07,15,Komik,40000,600000
TRX001197,"Rahmi Andriani, S.Sos",2024-11-29,2,Komik,40000,80000
TRX009223,"Uli Gunarto, S.I.Kom",2025-04-19,20,Pelajaran,75000,1500000
TRX003978,"Pandu Farida, M.M.",2024-05-05,7,Fiksi,50000,350000
TRX006777,Drs. Ani Wacana,2025-02-24,12,Non-Fiksi,60000,720000
TRX004404,"Hj. Uli Astuti, S.Ked",2025-02-25,18,Pelajaran,75000,1350000
TRX003204,Kasim Najmudin,2024-06-17,3,Komik,40000,120000
TRX006586,Lasmono Sitompul,2024-11-25,7,Fiksi,50000,350000
TRX007410,Erik Zulkarnain,2024-07-28,11,Biografi,55000,605000
TRX005346,"Dt. Omar Hasanah, S.T.",2024-07-03,18,Non-Fiksi,60000,1080000
TRX008433,Yuliana Zulaika,2024-08-08,12,Komik,40000,480000
TRX004316,Kamila Prayoga,2024-09-27,6,Pelajaran,75000,450000
TRX006869,Melinda Hardiansyah,2024-07-25,5,Fiksi,50000,250000
TRX008998,Michelle Usada,2024-05-21,1,Non-Fiksi,60000,60000
TRX007481,Vivi Marpaung,2024-10-21,12,Fiksi,50000,600000
TRX002662,Kalim Pudjiastuti,2025-04-18,11,Biografi,55000,605000
TRX000156,"Galur Wacana, S.I.Kom",2024-11-19,4,Pelajaran,75000,300000
TRX005616,"R.M. Surya Mandasari, S.Pt",2024-11-20,18,Fiksi,50000,900000
TRX000372,Kamila Susanti,2024-09-15,4,Komik,40000,160000
TRX003789,H. Reksa Pradana,2024-10-17,17,Pelajaran,75000,1275000
TRX008527,Yance Samosir,2024-11-28,2,Komik,40000,80000
TRX006535,Vinsen Iswahyudi,2025-02-11,2,Fiksi,50000,100000
TRX001277,"Halim Sihotang, M.Ak",2024-08-28,12,Pelajaran,75000,900000
TRX005810,Suci Nashiruddin,2025-01-24,6,Komik,40000,240000
TRX005896,"dr. Damar Saptono, M.Kom.",2025-05-05,10,Biografi,55000,550000
TRX008597,Jessica Farida,2025-03-24,16,Biografi,55000,880000
TRX006479,Usyi Manullang,2024-10-16,14,Fiksi,50000,700000
TRX001546,Gaman Budiyanto,2024-11-09,7,Pelajaran,75000,525000
TRX005079,Dadap Prastuti,2025-04-22,19,Non-Fiksi,60000,1140000
TRX000117,Ophelia Yuniar,2024-10-11,17,Pelajaran,75000,1275000
TRX000017,T. Praba Purwanti,2025-01-08,9,Biografi,55000,495000
TRX006305,R.M. Hasta Safitri,2024-11-13,13,Komik,40000,520000
TRX009293,"Citra Napitupulu, S.Pt",2024-11-16,5,Non-Fiksi,60000,300000
TRX000649,Narji Rahimah,2024-05-12,5,Fiksi,50000,250000
TRX001113,"Halim Saptono, S.E.I",2024-12-28,10,Non-Fiksi,60000,600000
TRX003776,"Jasmin Nasyidah, S.I.Kom",2024-10-07,10,Fiksi,50000,500000
TRX004980,Diana Winarno,2024-08-21,7,Non-Fiksi,60000,420000
TRX009825,Surya Sihombing,2024-09-07,15,Fiksi,50000,750000
TRX009010,Ir. Chelsea Sinaga,2025-03-12,7,Fiksi,50000,350000
TRX000270,Ilyas Gunarto,2024-12-05,15,Non-Fiksi,60000,900000
TRX001940,Kuncara Mangunsong,2024-07-28,3,Non-Fiksi,60000,180000
TRX002240,"Endra Dongoran, M.Kom.",2024-11-07,19,Fiksi,50000,950000
TRX003652,Rafi Prasetya,2024-08-17,10,Biografi,55000,550000
TRX009691,Taufik Prasetyo,2025-02-14,15,Non-Fiksi,60000,900000
TRX001256,Septi Pratama,2024-08-22,3,Pelajaran,75000,225000
TRX003685,Adinata Sihombing,2024-12-14,6,Komik,40000,240000
TRX002441,Yoga Damanik,2024-09-08,12,Fiksi,50000,600000
TRX003159,"Ir. Novi Farida, S.Farm",2025-03-23,15,Fiksi,50000,750000
TRX002080,Dr. Kasim Nababan,2024-12-14,6,Komik,40000,240000
TRX004938,Fitria Maryati,2024-11-05,13,Biografi,55000,715000
TRX001821,drg. Sari Permata,2024-09-11,19,Komik,40000,760000
TRX002482,Ulva Rajata,2024-06-30,3,Non-Fiksi,60000,180000
TRX007988,"Wulan Utama, S.T.",2024-06-04,8,Komik,40000,320000
TRX008740,Kartika Utama,2024-08-02,8,Fiksi,50000,400000
TRX002649,Galuh Namaga,2024-09-20,20,Komik,40000,800000
TRX000856,Citra Mansur,2025-01-07,15,Pelajaran,75000,1125000
TRX000830,Zelda Prayoga,2024-07-21,4,Non-Fiksi,60000,240000
TRX008408,"Dr. Labuh Mahendra, S.IP",2024-06-05,19,Komik,40000,760000
TRX001603,"Dr. Nugraha Kusmawati, M.Pd",2025-05-04,3,Fiksi,50000,150000
TRX004135,Ciaobella Suartini,2024-11-06,13,Non-Fiksi,60000,780000
TRX005524,Najib Tampubolon,2024-09-07,8,Fiksi,50000,400000
TRX003059,"Tira Yuliarti, M.Pd",2025-04-18,16,Biografi,55000,880000
TRX002779,"R.A. Nadia Santoso, M.Farm",2024-09-15,13,Pelajaran,75000,975000
TRX003476,"Cut Michelle Safitri, M.M.",2025-01-25,3,Biografi,55000,165000
TRX009432,Rika Fujiati,2025-03-06,16,Pelajaran,75000,1200000
TRX009250,Xanana Narpati,2025-02-04,9,Komik,40000,360000
TRX001270,Kurnia Hassanah,2024-09-10,14,Non-Fiksi,60000,840000
TRX009388,Ir. Asmianto Situmorang,2024-12-23,13,Komik,40000,520000
TRX001649,Tiara Maulana,2025-01-04,7,Pelajaran,75000,525000
TRX009357,Mahmud Thamrin,2024-07-05,15,Pelajaran,75000,1125000
TRX009604,Xanana Saefullah,2025-04-28,7,Pelajaran,75000,525000
TRX006476,Tgk. Titi Dabukke,2024-11-16,6,Fiksi,50000,300000
TRX003301,"Rahayu Lestari, S.Farm",2025-01-31,2,Non-Fiksi,60000,120000
TRX002372,"Vanesa Mansur, S.Sos",2025-01-01,9,Komik,40000,360000
TRX008952,Mitra Hartati,2024-11-10,17,Komik,40000,680000
TRX004776,Paulin Wulandari,2024-08-19,5,Biografi,55000,275000
TRX000631,Julia Pradipta,2024-11-29,12,Pelajaran,75000,900000
TRX001922,Drs. Laila Megantara,2025-02-04,1,Pelajaran,75000,75000
TRX004358,"Dr. Maman Rahmawati, S.Psi",2024-10-29,10,Pelajaran,75000,750000
TRX000308,"Cut Rahmi Habibi, S.I.Kom",2024-08-20,11,Komik,40000,440000
TRX003886,Puti Vicky Hidayanto,2024-06-07,16,Biografi,55000,880000
TRX001825,Puti Paris Zulkarnain,2025-01-26,14,Fiksi,50000,700000
TRX006727,"Elisa Nababan, S.H.",2024-05-29,8,Non-Fiksi,60000,480000
TRX008666,R. Zahra Najmudin,2025-02-03,17,Fiksi,50000,850000
TRX003413,Martaka Lailasari,2025-01-07,18,Komik,40000,720000
TRX003852,"Devi Sitompul, S.Pt",2024-08-26,12,Pelajaran,75000,900000
TRX003939,Warsita Waskita,2024-11-25,17,Non-Fiksi,60000,1020000
TRX007418,Hj. Kayla Wasita,2024-10-01,14,Komik,40000,560000
TRX006715,Tami Kusmawati,2025-01-25,16,Komik,40000,640000
TRX002157,Slamet Siregar,2025-04-14,14,Komik,40000,560000
TRX008846,Bakti Saragih,2025-04-30,9,Non-Fiksi,60000,540000
TRX002241,Elma Astuti,2024-07-04,4,Non-Fiksi,60000,240000
TRX003497,Najwa Iswahyudi,2024-10-18,11,Biografi,55000,605000
TRX006563,Elon Wacana,2024-10-24,6,Biografi,55000,330000
TRX003608,Darsirah Tampubolon,2024-09-07,15,Fiksi,50000,750000
TRX002884,"Mahesa Hutapea, S.Psi",2025-02-24,5,Non-Fiksi,60000,300000
TRX001321,Umi Kuswoyo,2024-06-20,11,Non-Fiksi,60000,660000
TRX002377,T. Ajimat Sudiati,2025-03-26,18,Non-Fiksi,60000,1080000
TRX000254,Kalim Halim,2025-02-19,13,Biografi,55000,715000
TRX005381,"Hardi Kuswoyo, S.E.",2025-01-13,11,Komik,40000,440000
TRX001947,Yoga Nuraini,2024-06-19,14,Pelajaran,75000,1050000
TRX004806,Adhiarja Simbolon,2025-03-07,18,Biografi,55000,990000
TRX000169,Ina Dabukke,2024-12-30,19,Non-Fiksi,60000,1140000
TRX006503,"Drs. Kardi Wahyudin, S.Pt",2024-12-31,15,Biografi,55000,825000
TRX007915,Dacin Usada,2024-11-12,9,Fiksi,50000,450000
TRX006144,Dr. Elvina Nasyiah,2024-10-16,8,Non-Fiksi,60000,480000
TRX000295,Gangsar Kuswoyo,2024-08-12,20,Fiksi,50000,1000000
TRX000552,"Hj. Eva Rahimah, S.I.Kom",2024-09-11,1,Non-Fiksi,60000,60000
TRX004477,R. Maida Nugroho,2024-07-31,4,Biografi,55000,220000
TRX004951,R.M. Rahmat Handayani,2024-08-17,14,Komik,40000,560000
TRX000399,Luthfi Firgantoro,2024-12-29,2,Pelajaran,75000,150000
TRX005335,KH. Wage Lazuardi,2024-10-09,16,Fiksi,50000,800000
TRX007867,"T. Warji Siregar, S.IP",2024-09-20,3,Biografi,55000,165000
TRX007072,Sabrina Najmudin,2025-03-06,8,Komik,40000,320000
TRX000150,Drs. Eli Januar,2024-09-05,6,Biografi,55000,330000
TRX003070,Febi Suartini,2024-06-01,16,Fiksi,50000,800000
TRX008386,Luwar Sirait,2025-02-27,16,Pelajaran,75000,1200000
TRX000095,Sakura Pudjiastuti,2024-09-21,7,Biografi,55000,385000
TRX001996,"drg. Violet Hassanah, S.IP",2025-03-03,13,Non-Fiksi,60000,780000
TRX007532,"Kadir Haryanto, S.Psi",2025-01-09,13,Komik,40000,520000
TRX005717,Ghani Megantara,2024-10-21,5,Biografi,55000,275000
TRX001602,Yosef Lestari,2024-09-02,20,Komik,40000,800000
TRX006389,Putu Waskita,2025-04-14,18,Non-Fiksi,60000,1080000
TRX004767,Gatot Halim,2024-06-17,15,Pelajaran,75000,1125000
TRX009065,Yessi Wahyuni,2024-12-28,18,Pelajaran,75000,1350000
TRX003556,"Usyi Rahayu, S.IP",2024-10-08,2,Non-Fiksi,60000,120000
TRX001497,"Drs. Cornelia Wijayanti, S.Psi",2024-10-23,10,Komik,40000,400000
TRX008034,Drs. Kamal Nasyidah,2024-11-26,13,Biografi,55000,715000
TRX009804,dr. Praba Palastri,2024-12-23,18,Non-Fiksi,60000,1080000
TRX008247,"Daliono Suryono, S.Psi",2024-10-17,15,Fiksi,50000,750000
TRX004886,Ikin Napitupulu,2024-08-05,12,Komik,40000,480000
TRX002442,Sari Aryani,2025-05-03,15,Pelajaran,75000,1125000
TRX008825,Maya Waluyo,2025-02-09,13,Non-Fiksi,60000,780000
TRX008410,Joko Dongoran,2024-05-08,18,Pelajaran,75000,1350000
TRX001652,Ciaobella Sinaga,2025-04-24,15,Komik,40000,600000
TRX003357,drg. Lurhur Wibisono,2025-03-15,11,Pelajaran,75000,825000
TRX003747,Najwa Suwarno,2024-05-24,19,Non-Fiksi,60000,1140000
TRX004142,"Ir. Nalar Hakim, M.TI.",2024-12-10,3,Komik,40000,120000
TRX008579,"Cut Fitriani Irawan, S.Pd",2024-07-24,7,Fiksi,50000,350000
TRX002516,Ir. Puput Natsir,2024-09-18,14,Non-Fiksi,60000,840000
TRX007346,"Galar Hardiansyah, M.Pd",2025-02-14,14,Biografi,55000,770000
TRX009791,Asirwada Sihombing,2024-11-16,13,Non-Fiksi,60000,780000
TRX004901,Fitriani Thamrin,2025-03-18,12,Komik,40000,480000
TRX001930,Dt. Ridwan Fujiati,2024-07-15,9,Non-Fiksi,60000,540000
TRX007485,"Oni Novitasari, S.E.",2024-05-28,1,Fiksi,50000,50000
TRX009353,Tgk. Maman Gunawan,2025-03-25,19,Fiksi,50000,950000
TRX006817,Baktiadi Haryanti,2024-06-16,11,Biografi,55000,605000
TRX005146,Tri Prasetya,2024-10-05,19,Pelajaran,75000,1425000
TRX005843,"Jamalia Hidayanto, S.Kom",2025-03-05,18,Komik,40000,720000
TRX001968,Farhunnisa Pertiwi,2024-07-18,12,Komik,40000,480000
TRX001185,"Luwar Budiman, S.Gz",2025-03-26,1,Pelajaran,75000,75000
TRX005628,Farhunnisa Latupono,2024-05-19,19,Fiksi,50000,950000
TRX001635,Agnes Permadi,2024-06-07,20,Fiksi,50000,1000000
TRX005954,"Rahmat Sitompul, S.E.",2025-02-23,17,Non-Fiksi,60000,1020000
TRX009470,Yunita Pradana,2025-02-14,5,Biografi,55000,275000
TRX002692,Zalindra Wacana,2024-09-09,3,Biografi,55000,165000
TRX005635,Chandra Megantara,2024-12-14,2,Biografi,55000,110000
TRX000234,R.A. Sarah Winarsih,2024-11-05,3,Non-Fiksi,60000,180000
TRX003319,Lintang Zulaika,2025-01-13,8,Biografi,55000,440000
TRX003386,Hj. Ira Putra,2025-01-08,16,Pelajaran,75000,1200000
TRX003038,"Okto Saputra, S.Farm",2024-07-04,6,Non-Fiksi,60000,360000
TRX001480,"Ajeng Agustina, S.Farm",2024-07-11,13,Pelajaran,75000,975000
TRX000623,Indah Nainggolan,2025-04-28,16,Non-Fiksi,60000,960000
TRX000927,"Dr. Hafshah Rahimah, S.Ked",2024-08-22,16,Biografi,55000,880000
TRX001499,"Mustofa Widodo, S.Gz",2024-06-30,3,Pelajaran,75000,225000
TRX006187,"Vivi Hassanah, S.E.I",2024-06-23,13,Pelajaran,75000,975000
TRX009738,"Muhammad Prasetyo, S.Pt",2024-11-24,14,Pelajaran,75000,1050000
TRX004092,"Balijan Latupono, S.E.",2024-08-22,8,Non-Fiksi,60000,480000
TRX004552,"drg. Bagas Najmudin, M.Pd",2025-02-23,12,Komik,40000,480000
TRX009418,Eli Rajasa,2024-12-01,8,Biografi,55000,440000
TRX004687,"Nasrullah Widodo, S.Pd",2025-03-08,9,Pelajaran,75000,675000
TRX001841,T. Edi Purnawati,2025-02-18,1,Komik,40000,40000
TRX006810,Cici Lazuardi,2024-07-27,6,Biografi,55000,330000
TRX001333,Yuni Pangestu,2024-08-31,19,Biografi,55000,1045000
TRX008318,Kala Mandasari,2025-02-28,11,Pelajaran,75000,825000
TRX005150,Cagak Maryati,2025-01-17,11,Pelajaran,75000,825000
TRX007876,Jarwadi Kuswandari,2024-12-24,13,Non-Fiksi,60000,780000
TRX002331,Balidin Pradana,2024-07-09,11,Komik,40000,440000
TRX002689,Rafi Wibisono,2024-11-07,18,Komik,40000,720000
TRX001715,Bakda Hidayat,2024-09-30,15,Pelajaran,75000,1125000
TRX000212,Ibrani Susanti,2024-10-11,1,Biografi,55000,55000
TRX008165,Maida Megantara,2024-12-05,7,Pelajaran,75000,525000
TRX002060,Rina Gunarto,2024-05-23,13,Biografi,55000,715000
TRX007287,"Warji Mardhiyah, S.Kom",2024-12-11,12,Biografi,55000,660000
TRX009963,"Sutan Olga Simanjuntak, S.Gz",2025-01-04,18,Pelajaran,75000,1350000
TRX006215,Cut Eva Siregar,2024-11-22,19,Fiksi,50000,950000
TRX004874,"Tgk. Ellis Tampubolon, M.M.",2025-02-26,15,Komik,40000,600000
TRX003856,Umay Yuniar,2024-08-11,8,Biografi,55000,440000
TRX008540,Hartaka Wibowo,2024-10-21,19,Biografi,55000,1045000
TRX004114,Warsita Siregar,2025-01-14,10,Fiksi,50000,500000
TRX009057,R. Darmanto Nashiruddin,2025-01-29,7,Non-Fiksi,60000,420000
TRX001882,"Dagel Sitorus, M.M.",2024-05-24,18,Fiksi,50000,900000
TRX007323,Teddy Farida,2024-06-06,16,Fiksi,50000,800000
TRX002716,Saiful Prasasta,2025-03-13,20,Biografi,55000,1100000
TRX005265,Drs. Irma Puspita,2025-01-06,6,Komik,40000,240000
TRX001889,Cakrabirawa Pudjiastuti,2025-04-09,9,Fiksi,50000,450000
TRX000317,Amelia Kusumo,2024-11-17,13,Non-Fiksi,60000,780000
TRX001924,"Atmaja Wasita, M.TI.",2024-05-18,8,Pelajaran,75000,600000
TRX002945,Dt. Lasmanto Narpati,2024-08-19,16,Fiksi,50000,800000
TRX002851,"Janet Uwais, S.Gz",2024-05-08,13,Fiksi,50000,650000
TRX007037,Umay Jailani,2025-03-09,13,Non-Fiksi,60000,780000
TRX007608,"Daruna Ardianto, S.Sos",2024-07-23,17,Komik,40000,680000
TRX008111,Kardi Hakim,2024-07-20,20,Fiksi,50000,1000000
TRX002819,"drg. Vivi Purnawati, S.IP",2025-04-23,5,Fiksi,50000,250000
TRX006234,"R.A. Vanesa Utami, S.Gz",2024-08-29,17,Komik,40000,680000
TRX000951,Drs. Belinda Damanik,2024-12-05,9,Non-Fiksi,60000,540000
TRX005553,"Ridwan Kusmawati, M.Farm",2024-05-06,2,Fiksi,50000,100000
TRX009452,"Harsana Suryono, M.Ak",2024-06-01,18,Komik,40000,720000
TRX000233,Mila Prakasa,2025-03-26,9,Fiksi,50000,450000
TRX007299,"Joko Suryatmi, S.T.",2025-04-01,6,Pelajaran,75000,450000
TRX008261,Siska Hasanah,2024-09-11,11,Biografi,55000,605000
TRX006935,Eva Hasanah,2025-04-08,6,Pelajaran,75000,450000
TRX000031,Tgk. Darmana Megantara,2024-07-29,6,Fiksi,50000,300000
TRX008383,Suci Natsir,2024-10-22,13,Non-Fiksi,60000,780000
TRX001640,Hamima Marpaung,2025-02-19,11,Biografi,55000,605000
TRX006477,Ulya Damanik,2024-08-06,14,Pelajaran,75000,1050000
TRX007993,Yani Salahudin,2024-09-27,2,Komik,40000,80000
TRX006422,Artanto Haryanti,2025-03-09,8,Non-Fiksi,60000,480000
TRX008898,Titin Namaga,2025-04-12,3,Pelajaran,75000,225000
TRX005155,"R.A. Lalita Mahendra, S.I.Kom",2024-11-25,3,Komik,40000,120000
TRX007736,Wardaya Waskita,2024-10-07,1,Fiksi,50000,50000
TRX004457,Lidya Haryanti,2024-10-07,19,Komik,40000,760000
TRX004379,"Mila Handayani, S.Sos",2025-02-19,18,Pelajaran,75000,1350000
TRX006081,Karimah Sirait,2024-11-09,17,Pelajaran,75000,1275000
TRX009091,Salwa Wacana,2024-06-14,20,Fiksi,50000,1000000
TRX006798,Nyoman Nuraini,2025-04-30,13,Komik,40000,520000
TRX009765,Dipa Pratama,2024-09-16,3,Komik,40000,120000
TRX007674,"Fitriani Purnawati, S.Kom",2024-09-08,1,Fiksi,50000,50000
TRX001966,"Hj. Violet Safitri, S.I.Kom",2024-08-14,4,Komik,40000,160000
TRX007469,Pia Wasita,2024-08-18,13,Fiksi,50000,650000
TRX000988,Syahrini Samosir,2024-10-13,17,Non-Fiksi,60000,1020000
TRX001585,Hartana Megantara,2025-04-12,11,Pelajaran,75000,825000
TRX002026,Cici Namaga,2024-05-11,2,Non-Fiksi,60000,120000
TRX000601,"Jabal Salahudin, M.Ak",2024-09-16,16,Biografi,55000,880000
TRX006092,Anastasia Pangestu,2024-08-08,2,Biografi,55000,110000
TRX009637,Gandi Puspasari,2024-12-18,19,Biografi,55000,1045000
TRX005363,Maryanto Winarno,2024-07-03,19,Fiksi,50000,950000
TRX003570,dr. Cemeti Handayani,2025-04-16,16,Komik,40000,640000
TRX008584,Marsito Putra,2024-10-04,19,Non-Fiksi,60000,1140000
TRX004964,Qori Widiastuti,2024-05-20,9,Non-Fiksi,60000,540000
TRX006590,Empluk Zulaika,2024-12-29,1,Non-Fiksi,60000,60000
TRX002382,R. Syahrini Wacana,2025-04-15,10,Non-Fiksi,60000,600000
TRX007628,R.A. Eka Zulkarnain,2024-10-21,19,Biografi,55000,1045000
TRX008443,Nadia Prasasta,2024-11-09,1,Non-Fiksi,60000,60000
TRX002929,"R. Vanesa Laksita, S.Psi",2025-04-02,2,Komik,40000,80000
TRX001791,Ir. Paris Utami,2024-08-16,16,Biografi,55000,880000
TRX005440,Murti Kuswoyo,2025-05-01,12,Non-Fiksi,60000,720000
TRX007234,"R. Bakiadi Damanik, S.Ked",2025-02-19,8,Fiksi,50000,400000
TRX007896,"Cut Julia Iswahyudi, S.Psi",2025-03-21,18,Pelajaran,75000,1350000
TRX008556,Farah Maryadi,2024-10-08,2,Pelajaran,75000,150000
TRX001231,Gaiman Haryanto,2025-01-05,13,Pelajaran,75000,975000
TRX008057,Sarah Sihotang,2025-02-01,6,Biografi,55000,330000
TRX005685,Dr. Nabila Sirait,2024-06-27,6,Non-Fiksi,60000,360000
TRX003988,"Ellis Siregar, S.Pd",2024-11-13,9,Biografi,55000,495000
TRX001594,Rama Purwanti,2024-06-26,16,Komik,40000,640000
TRX002202,Umay Maryadi,2024-05-23,11,Fiksi,50000,550000
TRX007884,Heryanto Lazuardi,2025-01-04,7,Fiksi,50000,350000
TRX000701,Drs. Hasan Manullang,2024-09-11,10,Pelajaran,75000,750000
TRX001318,Dr. Lutfan Halimah,2025-02-20,10,Pelajaran,75000,750000
TRX002867,"Indah Prayoga, S.IP",2024-07-24,20,Pelajaran,75000,1500000
TRX003186,"Warsita Maulana, M.M.",2024-10-05,18,Non-Fiksi,60000,1080000
TRX003694,Perkasa Gunarto,2025-04-29,20,Komik,40000,800000
TRX007482,Tasnim Wibowo,2025-01-30,9,Komik,40000,360000
TRX003996,Kezia Kuswandari,2025-04-01,15,Komik,40000,600000
TRX004303,Pranata Damanik,2025-03-09,4,Komik,40000,160000
TRX001315,dr. Maida Padmasari,2024-08-29,8,Pelajaran,75000,600000
TRX009620,R. Melinda Damanik,2025-01-02,9,Fiksi,50000,450000
TRX000765,Salsabila Purnawati,2024-12-13,13,Pelajaran,75000,975000
TRX009397,Jessica Hutasoit,2024-05-29,9,Komik,40000,360000
TRX004343,Betania Nugroho,2024-06-15,4,Pelajaran,75000,300000
TRX007176,Leo Salahudin,2024-12-23,17,Komik,40000,680000
TRX006958,"Hartana Maryadi, S.IP",2025-01-28,16,Biografi,55000,880000
TRX002732,"Ir. Daliman Usada, S.Psi",2024-07-03,15,Fiksi,50000,750000
TRX004240,Tania Hutasoit,2025-02-04,3,Biografi,55000,165000
TRX003085,Rahmi Lailasari,2024-11-27,20,Non-Fiksi,60000,1200000
TRX000039,Luthfi Rahayu,2025-03-19,5,Pelajaran,75000,375000
TRX003614,Ella Utama,2024-09-17,5,Non-Fiksi,60000,300000
TRX001456,"Tgk. Febi Mulyani, S.T.",2024-10-10,20,Pelajaran,75000,1500000
TRX009668,Dt. Jindra Simanjuntak,2024-10-24,15,Biografi,55000,825000
TRX003662,Aslijan Yulianti,2025-02-15,18,Komik,40000,720000
TRX001101,Naradi Samosir,2025-01-03,15,Komik,40000,600000
TRX005275,Melinda Astuti,2025-04-29,2,Pelajaran,75000,150000
TRX002895,Azalea Saputra,2025-01-25,13,Komik,40000,520000
TRX005047,"Vanya Wahyuni, M.M.",2024-07-03,4,Biografi,55000,220000
